X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,詳細情報,カテゴリ,アイコン番号,施設ID
135.5784692,34.71526903,花博記念公園鶴見緑地　公衆トイレ３,はなはくきねんこうえんつるみりょくち　こうしゅうといれ３,花博記念公園鶴見緑地　公衆トイレ３（はなはくきねんこうえんつるみりょくち　こうしゅうといれ３）,,鶴見区,,公衆トイレ/車いす対応公衆便所,209,29398
135.5775758,34.71392514,花博記念公園鶴見緑地　公衆トイレ４,はなはくきねんこうえんつるみりょくち　こうしゅうといれ４,花博記念公園鶴見緑地　公衆トイレ４（はなはくきねんこうえんつるみりょくち　こうしゅうといれ４）,,鶴見区,,公衆トイレ/車いす対応公衆便所,209,29399
135.5744651,34.71504125,花博記念公園鶴見緑地　公衆トイレ１５,はなはくきねんこうえんつるみりょくち　こうしゅうといれ１５,花博記念公園鶴見緑地　公衆トイレ１５（はなはくきねんこうえんつるみりょくち　こうしゅうといれ１５）,,大阪市以外,,公衆トイレ/車いす対応公衆便所,209,29410
135.5752905,34.71505528,花博記念公園鶴見緑地　公衆トイレ１６,はなはくきねんこうえんつるみりょくち　こうしゅうといれ１６,花博記念公園鶴見緑地　公衆トイレ１６（はなはくきねんこうえんつるみりょくち　こうしゅうといれ１６）,,大阪市以外,,公衆トイレ/車いす対応公衆便所,209,29411
135.5760612,34.71651178,花博記念公園鶴見緑地　公衆トイレ１,はなはくつるみりょくちきねんこうえん　こうしゅうといれ１,花博記念公園鶴見緑地　公衆トイレ１（はなはくつるみりょくちきねんこうえん　こうしゅうといれ１）,,鶴見区,,公衆トイレ/車いす対応公衆便所,209,29396
135.4870169,34.73104878,三国本町公園　公衆トイレ,みくにほんまちこうえん　こうしゅうといれ,三国本町公園　公衆トイレ（みくにほんまちこうえん　こうしゅうといれ）,,淀川区,,公衆トイレ/車いす対応公衆便所,209,29596
135.4952162,34.73769108,北中島公園,北中島公園　公衆トイレ,北中島公園（北中島公園　公衆トイレ）,きたなかじまこうえん　こうしゅうといれ,淀川区,,公衆トイレ/車いす対応公衆便所,209,29599
135.5034358,34.73694661,日之出公園　公衆トイレ,ひのでこうえん　こうしゅうといれ,日之出公園　公衆トイレ（ひのでこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29608
135.5084363,34.73849906,西淡路公園　公衆トイレ,にしあわじこうえん　こうしゅうといれ,西淡路公園　公衆トイレ（にしあわじこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29610
135.5129018,34.73778114,淡路３公園　公衆トイレ,あわじ３こうえん　こうしゅうといれ,淡路３公園　公衆トイレ（あわじ３こうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29612
135.5401612,34.72906467,城北公園　公衆トイレ１,しろきたこうえん　こうしゅうといれ１,城北公園　公衆トイレ１（しろきたこうえん　こうしゅうといれ１）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29344
135.5383266,34.73007169,城北公園　公衆トイレ２,しろきたこうえん　こうしゅうといれ２,城北公園　公衆トイレ２（しろきたこうえん　こうしゅうといれ２）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29345
135.537981,34.72840833,城北公園　公衆トイレ３,しろきたこうえん　こうしゅうといれ３,城北公園　公衆トイレ３（しろきたこうえん　こうしゅうといれ３）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29346
135.5359483,34.729398,城北公園　公衆トイレ４,しろきたこうえん　こうしゅうといれ４,城北公園　公衆トイレ４（しろきたこうえん　こうしゅうといれ４）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29347
135.4899678,34.748149,十八条中央公園　公衆トイレ,じゅうはちじょうちゅうおうこうえん　こうしゅうといれ,十八条中央公園　公衆トイレ（じゅうはちじょうちゅうおうこうえん　こうしゅうといれ）,,淀川区,,公衆トイレ/車いす対応公衆便所,209,29598
135.4963548,34.74695581,十八条東公園　公衆トイレ,じゅうはちじょうひがしこうえん　こうしゅうといれ,十八条東公園　公衆トイレ（じゅうはちじょうひがしこうえん　こうしゅうといれ）,,淀川区,,公衆トイレ/車いす対応公衆便所,209,29597
135.5157342,34.74264728,淡路公園　公衆トイレ,あわじこうえん　こうしゅうといれ,淡路公園　公衆トイレ（あわじこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29606
135.5429303,34.74194639,豊里中央公園　公衆トイレ,とよさとちゅうおうこうえん　こうしゅうといれ,豊里中央公園　公衆トイレ（とよさとちゅうおうこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29607
135.544467,34.75797308,北江口中央公園　公衆トイレ,きたえぐちちゅうおうこうえん　こうしゅうといれ,北江口中央公園　公衆トイレ（きたえぐちちゅうおうこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/車いす対応公衆便所,209,29611
135.5439664,34.76507406,井高野公園　公衆トイレ,いたかのこうえん　こうしゅうといれ,井高野公園　公衆トイレ（いたかのこうえん　こうしゅうといれ）,,東成区,,公衆トイレ/車いす対応公衆便所,209,29609
135.5981099,34.71248039,茨田大宮中央公園　公衆トイレ,まったおおみやちゅうおうこうえん　こうしゅうといれ,茨田大宮中央公園　公衆トイレ（まったおおみやちゅうおうこうえん　こうしゅうといれ）,,鶴見区,,公衆トイレ/車いす対応公衆便所,209,29628
135.5039734,34.63594925,聖天山公園　公衆トイレ,,聖天山公園　公衆トイレ（）,,阿倍野区,,公衆トイレ/車いす対応公衆便所,209,29632
135.4011316,34.66299908,舞洲運動広場（公衆便所）,,舞洲運動広場（公衆便所）（）,,此花区,【男性用】洋：1　和：2　小：10　【女性用】洋：4　和：5　【障がい者用】洋：1,公衆トイレ/車いす対応公衆便所,209,29692
135.3964613,34.66477308,舞洲体育館（公衆便所）,,舞洲体育館（公衆便所）（）,,此花区,【男性用】洋：1(乳幼児イス設置)　和：1　小：5　【女性用】洋：2(1箇所乳幼児イス設置)　和：3　【障がい者用】洋：2(2箇所とも乳幼児ベッド設置),公衆トイレ/車いす対応公衆便所,209,29702
135.5074816,34.69271939,中之島公園　公衆トイレ１,,中之島公園　公衆トイレ１（）,,北区,,公衆トイレ/車いす対応公衆便所,209,29323
135.5103598,34.69169975,中之島公園　公衆トイレ２,,中之島公園　公衆トイレ２（）,,北区,,公衆トイレ/車いす対応公衆便所,209,29324
135.5486718,34.68467778,東中浜公園　公衆トイレ,,東中浜公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29318
135.5571212,34.68624414,左専道公園　公衆トイレ,,左専道公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29317
135.5409286,34.69157122,鴫野公園　公衆トイレ,,鴫野公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29321
135.544812,34.69540236,鴫野北公園　公衆トイレ,,鴫野北公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29322
135.5573213,34.69280508,西放出公園　公衆トイレ,,西放出公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29320
135.5404859,34.71933167,旭公園　公衆トイレ１,,旭公園　公衆トイレ１（）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29308
135.5442865,34.70446061,蒲生公園　公衆トイレ,,蒲生公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29313
135.5524865,34.70410947,鯰江公園　公衆トイレ,,鯰江公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29314
135.5583325,34.70300539,東今福公園　公衆トイレ,,東今福公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29319
135.5481773,34.70844364,西関目公園　公衆トイレ,,西関目公園　公衆トイレ（）,,城東区,,公衆トイレ/車いす対応公衆便所,209,29315
135.5407979,34.71759536,旭公園　公衆トイレ２,,旭公園　公衆トイレ２（）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29309
135.5491347,34.71795311,高殿７公園　公衆トイレ,,高殿７公園　公衆トイレ（）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29312
135.5553748,34.73606739,太子橋中公園　公衆トイレ,,太子橋中公園　公衆トイレ（）,,旭区,,公衆トイレ/車いす対応公衆便所,209,29311
