X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,詳細情報,カテゴリ,アイコン番号,施設ID
135.5240926,34.65789994,五条公園,ごじょうこうえん,五条公園（ごじょうこうえん）,,天王寺区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29422
135.45428,34.64383192,鶴町北公園,つるまちきたこうえん,鶴町北公園（つるまちきたこうえん）,,大正区,便器数　　男性用　小：１　　男女兼用　和：１,公衆トイレ/公衆便所,169,29420
135.5486893,34.66864056,大今里公園,おおいまざとこうえん,大今里公園（おおいまざとこうえん）,,東成区,便器数　　男性用　和：１　小：２　　女性用　和：１,公衆トイレ/公衆便所,169,29438
135.5176806,34.69202178,毛馬桜之宮公園,けまさくらのみやこうえん,毛馬桜之宮公園（けまさくらのみやこうえん）,,北区,便器数　　男性用　和：１　小：２　　女性用　和：２,公衆トイレ/公衆便所,169,29331
135.5218921,34.62301483,山坂公園,やまさかこうえん,山坂公園（やまさかこうえん）,,東住吉区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29442
135.526354,34.738932,菅原公園　公衆トイレ,すがはらこうえん　こうしゅうといれ,菅原公園　公衆トイレ（すがはらこうえん　こうしゅうといれ）,東淀川区菅原３丁目３－１２,東淀川区,,公衆トイレ/公衆便所,169,95136
135.4021355,34.63704092,野鳥園臨港緑地（公衆便所）,やちょうえんりんこうりょくちこうしゅうべんじょ,野鳥園臨港緑地（公衆便所）（やちょうえんりんこうりょくちこうしゅうべんじょ）,,住之江区,【男性用】和：1　小：2　【女性用】和：1,公衆トイレ/公衆便所,169,29696
135.4028726,34.61215186,南港魚つり園護岸（公衆便所）,なんこううおつりえんごがんこうしゅうべんじょ,南港魚つり園護岸（公衆便所）（なんこううおつりえんごがんこうしゅうべんじょ）,,住之江区,【男性用】和：1　小：2　【女性用】和：2,公衆トイレ/公衆便所,169,29699
135.4018242,34.61484003,南港魚つり園護岸（公衆便所）,なんこううおつりえんごがんこうしゅうべんじょ,南港魚つり園護岸（公衆便所）（なんこううおつりえんごがんこうしゅうべんじょ）,,住之江区,【男性用】小：2　【男女兼用】和：1,公衆トイレ/公衆便所,169,29698
135.5128452,34.67039931,瓦屋町　公衆トイレ2,かわらやまちこうえん　こうしゅうといれ2,瓦屋町　公衆トイレ2（かわらやまちこうえん　こうしゅうといれ2）,,中央区,,公衆トイレ/公衆便所,169,29685
135.5509086,34.64793058,巽大地公園　公衆トイレ,たつみだいちこうえん　こうしゅうといれ,巽大地公園　公衆トイレ（たつみだいちこうえん　こうしゅうといれ）,,生野区,,公衆トイレ/公衆便所,169,29622
135.4927072,34.59673731,おりおの南公園　公衆トイレ,おりおのみなみこうえん　こうしゅうといれ,おりおの南公園　公衆トイレ（おりおのみなみこうえん　こうしゅうといれ）,,住吉区,,公衆トイレ/公衆便所,169,29646
135.491733,34.60236628,清水丘公園　公衆トイレ,しみずがおかこうえん　こうしゅうといれ,清水丘公園　公衆トイレ（しみずがおかこうえん　こうしゅうといれ）,,住吉区,,公衆トイレ/公衆便所,169,29645
135.4837391,34.61068428,浜口西公園　公衆トイレ,はまぐちにしこうえん　こうしゅうといれ,浜口西公園　公衆トイレ（はまぐちにしこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/公衆便所,169,29634
135.4333322,34.62967503,南港中央公園　公衆トイレ４,なんこうちゅうおうこうえん　こうしゅうといれ４,南港中央公園　公衆トイレ４（なんこうちゅうおうこうえん　こうしゅうといれ４）,,住之江区,,公衆トイレ/公衆便所,169,29643
135.4758234,34.62240681,北加賀屋公園　公衆トイレ,きたかがやこうえん　こうしゅうといれ,北加賀屋公園　公衆トイレ（きたかがやこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/公衆便所,169,29635
135.4924182,34.62774283,玉出公園,たまでこうえん,玉出公園（たまでこうえん）,,西成区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29556
135.4973257,34.63263314,天下茶屋公園　公衆トイレ,てんがちゃやこうえん　こうしゅうといれ,天下茶屋公園　公衆トイレ（てんがちゃやこうえん　こうしゅうといれ）,,西成区,,公衆トイレ/公衆便所,169,29669
135.4932664,34.63679333,西皿池公園　公衆トイレ,にしさらいけこうえん　こうしゅうといれ,西皿池公園　公衆トイレ（にしさらいけこうえん　こうしゅうといれ）,,西成区,,公衆トイレ/公衆便所,169,29670
135.4989043,34.64526456,萩之茶屋,はぎのちゃや,萩之茶屋（はぎのちゃや）,,西成区,便器数　　男性用　小：５　　男女兼用　和：３,公衆トイレ/公衆便所,169,29558
135.5282455,34.59954203,矢田教育の森公園　公衆トイレ,やたきょういくのもりこうえん　こうしゅうといれ,矢田教育の森公園　公衆トイレ（やたきょういくのもりこうえん　こうしゅうといれ）,,東住吉区,,公衆トイレ/公衆便所,169,29661
135.5327063,34.60095953,矢田公園　公衆トイレ,やたこうえん　こうしゅうといれ,矢田公園　公衆トイレ（やたこうえん　こうしゅうといれ）,,東住吉区,,公衆トイレ/公衆便所,169,29658
135.5344311,34.60837603,照ヶ丘矢田公園　公衆トイレ,てるがおかやたこうえん　こうしゅうといれ,照ヶ丘矢田公園　公衆トイレ（てるがおかやたこうえん　こうしゅうといれ）,,東住吉区,,公衆トイレ/公衆便所,169,29660
135.5010582,34.62000425,万代池公園　公衆トイレ２,ばんだいいけこうえん　こうしゅうといれ２,万代池公園　公衆トイレ２（ばんだいいけこうえん　こうしゅうといれ２）,,住吉区,,公衆トイレ/公衆便所,169,29648
135.5008332,34.6475995,萩之茶屋北公園,はぎのちゃやきたこうえん,萩之茶屋北公園（はぎのちゃやきたこうえん）,,西成区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29551
135.5008231,34.64586944,萩之茶屋中公園,はぎのちゃやなかこうえん,萩之茶屋中公園（はぎのちゃやなかこうえん）,,西成区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29552
135.5024596,34.64699756,東入船町,ひがしいりふねちょう,東入船町（ひがしいりふねちょう）,,西成区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29553
135.5021732,34.64579036,今池町,いまいけちょう,今池町（いまいけちょう）,,西成区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29555
135.5012724,34.64484589,萩之茶屋南公園,はぎのちゃやみなみこうえん,萩之茶屋南公園（はぎのちゃやみなみこうえん）,,西成区,便器数　　男性用　小：５　　男女兼用　和：３,公衆トイレ/公衆便所,169,29557
135.4487048,34.660045,朝潮橋,あさしおばし,朝潮橋（あさしおばし）,,港区,便器数　　男性用　小：３　　男女兼用　和：１,公衆トイレ/公衆便所,169,29417
135.4621304,34.65981519,市岡公園　公衆トイレ,いちおかこうえん　こうしゅうといれ,市岡公園　公衆トイレ（いちおかこうえん　こうしゅうといれ）,,港区,,公衆トイレ/公衆便所,169,29537
135.4812113,34.65043061,北津守公園　公衆トイレ,きたつもりこうえん　こうしゅうといれ,北津守公園　公衆トイレ（きたつもりこうえん　こうしゅうといれ）,,西成区,,公衆トイレ/公衆便所,169,29672
135.4785231,34.65967961,三軒家公園　公衆トイレ,さんげんやこうえん　こうしゅうといれ,三軒家公園　公衆トイレ（さんげんやこうえん　こうしゅうといれ）,,大正区,,公衆トイレ/公衆便所,169,29541
135.4831031,34.66245083,芦原公園　公衆トイレ１,あしはらこうえん　こうしゅうといれ１,芦原公園　公衆トイレ１（あしはらこうえん　こうしゅうといれ１）,,浪速区,,公衆トイレ/公衆便所,169,29572
135.4838382,34.66153533,芦原公園　公衆トイレ２,あしはらこうえん　こうしゅうといれ２,芦原公園　公衆トイレ２（あしはらこうえん　こうしゅうといれ２）,,浪速区,,公衆トイレ/公衆便所,169,29573
135.4923474,34.65902494,塩草公園　公衆トイレ,しおくさこうえん　こうしゅうといれ,塩草公園　公衆トイレ（しおくさこうえん　こうしゅうといれ）,,浪速区,,公衆トイレ/公衆便所,169,29576
135.4580516,34.66505458,磯路中央公園　公衆トイレ２,いそじちゅうおうこうえん　こうしゅうといれ２,磯路中央公園　公衆トイレ２（いそじちゅうおうこうえん　こうしゅうといれ２）,,港区,,公衆トイレ/公衆便所,169,29567
135.4608698,34.67437253,波除公園　公衆トイレ２,なみよけこうえん　こうしゅうといれ２,波除公園　公衆トイレ２（なみよけこうえん　こうしゅうといれ２）,,港区,,公衆トイレ/公衆便所,169,29568
135.4720424,34.67552797,九条東公園　公衆トイレ,くじょうひがしこうえん　こうしゅうといれ,九条東公園　公衆トイレ（くじょうひがしこうえん　こうしゅうといれ）,,西区,,公衆トイレ/公衆便所,169,29524
135.4814336,34.67675725,松島公園　公衆トイレ１,まつしまこうえん　こうしゅうといれ１,松島公園　公衆トイレ１（まつしまこうえん　こうしゅうといれ１）,,西区,,公衆トイレ/公衆便所,169,29521
135.4272618,34.70004794,中島公園　公衆トイレ２,なかじまこうえん　こうしゅうといれ２,中島公園　公衆トイレ２（なかじまこうえん　こうしゅうといれ２）,,西淀川区,,公衆トイレ/公衆便所,169,29581
135.4465792,34.70134775,西姫島公園　公衆トイレ,にしひめじまこうえん　こうしゅうといれ,西姫島公園　公衆トイレ（にしひめじまこうえん　こうしゅうといれ）,,西淀川区,,公衆トイレ/公衆便所,169,29584
135.4676463,34.67895575,安治川トンネル南口,あじがわとんねるみなみぐち,安治川トンネル南口（あじがわとんねるみなみぐち）,,西区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29336
135.4659006,34.6821315,西九条駅前,にしくじょうえきまえ,西九条駅前（にしくじょうえきまえ）,,此花区,便器数　　男性用　小：３　　男女兼用　和：１,公衆トイレ/公衆便所,169,29334
135.4856101,34.67962025,島津公園　公衆トイレ,しまづこうえん　こうしゅうといれ,島津公園　公衆トイレ（しまづこうえん　こうしゅうといれ）,,西区,,公衆トイレ/公衆便所,169,29526
135.4836846,34.68640553,中之島西公園　公衆トイレ,なかのしまにしこうえん　こうしゅうといれ,中之島西公園　公衆トイレ（なかのしまにしこうえん　こうしゅうといれ）,,北区,,公衆トイレ/公衆便所,169,29566
135.4988968,34.68760511,御霊神社横,ごりょうじんじゃよこ,御霊神社横（ごりょうじんじゃよこ）,,中央区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29424
135.5057622,34.64882514,天王寺公園南口,てんのうじこうえんみなみぐち,天王寺公園南口（てんのうじこうえんみなみぐち）,,西成区,便器数　　男性用　小：４　　男女兼用　和：１,公衆トイレ/公衆便所,169,29554
135.5127805,34.64849961,茶臼山,ちゃうすやま,茶臼山（ちゃうすやま）,,天王寺区,便器数　　男性用　和：２　小：３　　女性用　和：３,公衆トイレ/公衆便所,169,37727
135.505961,34.65252414,新世界,しんせかい,新世界（しんせかい）,,浪速区,便器数　　男性用　小：２　　男女兼用　和：２,公衆トイレ/公衆便所,169,29427
135.5020661,34.65375156,恵美公園　公衆トイレ,えみこうえん　こうしゅうといれ,恵美公園　公衆トイレ（えみこうえん　こうしゅうといれ）,,浪速区,,公衆トイレ/公衆便所,169,29575
135.5129934,34.66589097,生玉町,いくたまちょう,生玉町（いくたまちょう）,,天王寺区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29421
135.5012259,34.66890542,戎橋,えびすばし,戎橋（えびすばし）,中央区道頓堀1-10,中央区,便器数　　男性用　洋：１　小：２　　女性用　洋：１,公衆トイレ/公衆便所,169,29299
135.527375,34.66971258,真田山公園　公衆トイレ２,さなだやまこうえん　こうしゅうといれ２,真田山公園　公衆トイレ２（さなだやまこうえん　こうしゅうといれ２）,,天王寺区,,公衆トイレ/公衆便所,169,29570
135.5111818,34.67358019,九之助橋,くのすけばし,九之助橋（くのすけばし）,,中央区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29426
135.5127017,34.67039342,瓦屋町公園　公衆トイレ１,かわらやまちこうえん　こうしゅうといれ１,瓦屋町公園　公衆トイレ１（かわらやまちこうえん　こうしゅうといれ１）,,中央区,,公衆トイレ/公衆便所,169,29520
135.5137581,34.67386683,空堀通,からほりどおり,空堀通（からほりどおり）,,中央区,便器数　　男性用　小：１,公衆トイレ/公衆便所,169,29425
135.5294993,34.67270031,宰相山公園　公衆トイレ,さいしょうやまこうえん　こうしゅうといれ,宰相山公園　公衆トイレ（さいしょうやまこうえん　こうしゅうといれ）,,天王寺区,,公衆トイレ/公衆便所,169,29571
135.5448787,34.67590472,東中元公園　公衆トイレ,ひがしなかもとこうえん　こうしゅうといれ,東中元公園　公衆トイレ（ひがしなかもとこうえん　こうしゅうといれ）,,東成区,,公衆トイレ/公衆便所,169,29615
135.5592144,34.67391744,深江公園　公衆トイレ,ふかえこうえん　こうしゅうといれ,深江公園　公衆トイレ（ふかえこうえん　こうしゅうといれ）,,東成区,,公衆トイレ/公衆便所,169,29613
135.5114789,34.69041158,天神橋南,てんじんばしみなみ,天神橋南（てんじんばしみなみ）,,中央区,便器数　　男性用　小：２　　男女兼用　和：１,公衆トイレ/公衆便所,169,29726
135.5143827,34.69205833,南天満公園　公衆トイレ２,みなみてんまこうえん　こうしゅうといれ２,南天満公園　公衆トイレ２（みなみてんまこうえん　こうしゅうといれ２）,,旭区,,公衆トイレ/公衆便所,169,29564
135.4441847,34.70828636,大和田北公園　公衆トイレ,おおわだきたこうえん　こうしゅうといれ,大和田北公園　公衆トイレ（おおわだきたこうえん　こうしゅうといれ）,,西淀川区,,公衆トイレ/公衆便所,169,29582
135.4610739,34.71352194,北之町公園　公衆トイレ,きたのまちこうえん　こうしゅうといれ,北之町公園　公衆トイレ（きたのまちこうえん　こうしゅうといれ）,,西淀川区,,公衆トイレ/公衆便所,169,29578
135.4636995,34.72010214,田川公園　公衆トイレ,たがわこうえん　こうしゅうといれ,田川公園　公衆トイレ（たがわこうえん　こうしゅうといれ）,,淀川区,,公衆トイレ/公衆便所,169,29601
135.4768798,34.71726456,十三公園　公衆トイレ２,じゅうそうこうえん　こうしゅうといれ２,十三公園　公衆トイレ２（じゅうそうこうえん　こうしゅうといれ２）,,淀川区,,公衆トイレ/公衆便所,169,29594
135.4983693,34.71475031,中津公園　公衆トイレ,なかつこうえんこうしゅうといれ,中津公園　公衆トイレ（なかつこうえんこうしゅうといれ）,,北区,,公衆トイレ/公衆便所,169,29565
135.5246787,34.71923789,友渕中央公園　公衆トイレ,ともぶちちゅうおうこうえん　こうしゅうといれ,友渕中央公園　公衆トイレ（ともぶちちゅうおうこうえん　こうしゅうといれ）,,都島区,,公衆トイレ/公衆便所,169,29495
135.5398903,34.71042458,野江,のえ,野江（のえ）,,城東区,便器数　　男性用　和：１　小：２　　女性用　和：２,公衆トイレ/公衆便所,169,29441
135.55479,34.72427083,千林町,せんばやしちょう,千林町（せんばやしちょう）,,旭区,便器数　　男性用　小：４　　男女兼用　和：２,公衆トイレ/公衆便所,169,29440
135.5384203,34.74938531,瑞光寺公園　公衆トイレ,ずいこうじこうえん　こうしゅうといれ,瑞光寺公園　公衆トイレ（ずいこうじこうえん　こうしゅうといれ）,,東淀川区,,公衆トイレ/公衆便所,169,29605
135.5437866,34.70927147,成育公園　公衆トイレ,,成育公園　公衆トイレ（）,,城東区,,公衆トイレ/公衆便所,169,29316
135.5398728,34.71795422,旭公園　公衆トイレ３,,旭公園　公衆トイレ３（）,,旭区,,公衆トイレ/公衆便所,169,29310
135.5423468,34.72358419,江野公園　公衆トイレ,,江野公園　公衆トイレ（）,,旭区,,公衆トイレ/公衆便所,169,29307
135.5399133,34.73021122,城北公園　公衆トイレ５,,城北公園　公衆トイレ５（）,,旭区,,公衆トイレ/公衆便所,169,29306
135.5421319,34.67427317,南中本公園,みなみなかもとこうえん,南中本公園（みなみなかもとこうえん）,,東成区,便器数　　男性用　小：２　　男女兼用　和：１　　車椅子対応：１,公衆トイレ/車いす対応公衆便所,209,29436
135.4633418,34.70876489,野里公園,のざとこうえん,野里公園（のざとこうえん）,,西淀川区,便器数　　男性用　小：２　　男女兼用　和：１　　車椅子対応：１,公衆トイレ/車いす対応公衆便所,209,29434
135.5597797,34.62332236,平野公園,ひらのこうえん,平野公園（ひらのこうえん）,,平野区,便器数　　男性用　小：２　　男女兼用　和：１　　車椅子対応：１,公衆トイレ/車いす対応公衆便所,209,29443
135.5305025,34.705904,都島公園,みやこじまこうえん,都島公園（みやこじまこうえん）,,都島区,便器数　　男性用　小：２　　男女兼用　和：１　　車椅子対応：１,公衆トイレ/車いす対応公衆便所,209,29332
135.462509,34.669526,弁天町,べんてんちょう,弁天町（べんてんちょう）,,港区,便器数　男性用　大：１　小：２　身１（ｵｽﾄﾒｲﾄ有）,公衆トイレ/車いす対応公衆便所,209,95147
135.520086,34.718185,蕪村公園　公衆トイレ,ぶそんこうえん　こうしゅうといれ,蕪村公園　公衆トイレ（ぶそんこうえん　こうしゅうといれ）,都島区毛馬町１丁目１２ 城北公園通,都島区,,公衆トイレ/車いす対応公衆便所,209,95131
135.56748,34.711777,花博記念公園鶴見緑地　公衆トイレ２６,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２６,花博記念公園鶴見緑地　公衆トイレ２６（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２６）,鶴見区緑３丁目１６－５８,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95146
135.570136,34.709877,花博記念公園鶴見緑地　公衆トイレ２５,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２５,花博記念公園鶴見緑地　公衆トイレ２５（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２５）,鶴見区横堤４丁目２９－６０,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95145
135.57984,34.712977,花博記念公園鶴見緑地　公衆トイレ２４,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２４,花博記念公園鶴見緑地　公衆トイレ２４（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２４）,鶴見区緑地公園２－１１０,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95144
135.574347,34.71086,花博記念公園鶴見緑地　公衆トイレ２３,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２３,花博記念公園鶴見緑地　公衆トイレ２３（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２３）,鶴見区緑地公園２－１６３,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95143
135.580392,34.705612,花博記念公園鶴見緑地　公衆トイレ２２,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２２,花博記念公園鶴見緑地　公衆トイレ２２（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２２）,鶴見区浜１丁目１ 府道8号線,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95142
135.58057,34.707328,花博記念公園鶴見緑地　公衆トイレ２１,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２１,花博記念公園鶴見緑地　公衆トイレ２１（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２１）,鶴見区浜１丁目２－６,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95141
135.576412,34.716006,花博記念公園鶴見緑地　公衆トイレ２０,はなはくきねんこうえんつるみりょくち　こうしゅうといれ２０,花博記念公園鶴見緑地　公衆トイレ２０（はなはくきねんこうえんつるみりょくち　こうしゅうといれ２０）,守口市南寺方東通４丁目２９－１０,大阪市以外,,公衆トイレ/車いす対応公衆便所,209,95140
135.56983,34.714397,花博記念公園鶴見緑地　公衆トイレ１９,はなはくきねんこうえんつるみりょくち　こうしゅうといれ１９,花博記念公園鶴見緑地　公衆トイレ１９（はなはくきねんこうえんつるみりょくち　こうしゅうといれ１９）,鶴見区緑３丁目１４－１９,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95139
135.580376,34.714348,花博記念公園鶴見緑地　公衆トイレ１８,はなはくきねんこうえんつるみりょくち　こうしゅうといれ１８,花博記念公園鶴見緑地　公衆トイレ１８（はなはくきねんこうえんつるみりょくち　こうしゅうといれ１８）,鶴見区浜５丁目２－１４,鶴見区,,公衆トイレ/車いす対応公衆便所,209,95138
135.458357,34.719207,歌島公園　公衆トイレ,うたじまこうえん　こうしゅうといれ,歌島公園　公衆トイレ（うたじまこうえん　こうしゅうといれ）,西淀川区御幣島５丁目２－１５,西淀川区,,公衆トイレ/車いす対応公衆便所,209,95133
135.556524,34.718088,新森中央公園　公衆トイレ,しんもりちゅうおうこうえん　こうしゅうといれ,新森中央公園　公衆トイレ（しんもりちゅうおうこうえん　こうしゅうといれ）,旭区新森４丁目２２－３２,旭区,,公衆トイレ/車いす対応公衆便所,209,95137
135.52722,34.682651,大阪城公園　公衆トイレ１０,おおさかじょうこうえん　こうしゅうといれ１０,大阪城公園　公衆トイレ１０（おおさかじょうこうえん　こうしゅうといれ１０）,中央区大阪城３－１５,中央区,,公衆トイレ/車いす対応公衆便所,209,95132
135.421343,34.702159,中島公園　公衆トイレ４,なかじまこうえん　こうしゅうといれ４,中島公園　公衆トイレ４（なかじまこうえん　こうしゅうといれ４）,西淀川区中島２丁目３－８７,西淀川区,,公衆トイレ/車いす対応公衆便所,209,95135
135.423574,34.700942,中島公園　公衆トイレ３,なかじまこうえん　こうしゅうといれ３,中島公園　公衆トイレ３（なかじまこうえん　こうしゅうといれ３）,西淀川区中島１丁目３５－１０４,西淀川区,,公衆トイレ/車いす対応公衆便所,209,95134
135.4010481,34.63473119,野鳥園臨港緑地（公衆便所）,やちょうえんりんこうりょくちこうしゅうべんじょ,野鳥園臨港緑地（公衆便所）（やちょうえんりんこうりょくちこうしゅうべんじょ）,,住之江区,【男性用】洋：1　和：1　小：3　【女性用】洋：1　和：2　【障がい者用】洋：1,公衆トイレ/車いす対応公衆便所,209,29697
135.4113731,34.67564728,常吉西臨港緑地（公衆便所）,つねよしにしりんこうりょくちこうしゅうべんじょ,常吉西臨港緑地（公衆便所）（つねよしにしりんこうりょくちこうしゅうべんじょ）,,此花区,【男性用】和：1　小：2　【女性用】和：2　【障がい者用】洋：1,公衆トイレ/車いす対応公衆便所,209,29694
135.4096955,34.67276014,常吉西臨港緑地（公衆便所）,つねよしにしりんこうりょくちこうしゅうべんじょ,常吉西臨港緑地（公衆便所）（つねよしにしりんこうりょくちこうしゅうべんじょ）,,此花区,【男性用】和：1　小：2　【女性用】和：2　【障がい者用】洋：1,公衆トイレ/車いす対応公衆便所,209,29693
135.4310503,34.65610508,天保山ハーバービレッジ（公衆便所）,てんぽうざんはーばーびれっじこうしゅうべんじょ,天保山ハーバービレッジ（公衆便所）（てんぽうざんはーばーびれっじこうしゅうべんじょ）,大阪市港区海岸通１,港区,【男性用】和：1　小：2　【女性用】和：2　【障がい者用】洋：1,公衆トイレ/車いす対応公衆便所,209,29700
135.4470434,34.66174186,八幡屋公園　公衆トイレ１,,八幡屋公園　公衆トイレ１（）,,港区,,公衆トイレ/車いす対応公衆便所,209,29341
135.4478681,34.65752975,入船公園　公衆トイレ,いりふねこうえん　こうしゅうといれ,入船公園　公衆トイレ（いりふねこうえん　こうしゅうといれ）,,港区,,公衆トイレ/車いす対応公衆便所,209,29536
135.4699073,34.60704,新北島東公園　公衆トイレ,しんきたじまひがしこうえん　こうしゅうといれ,新北島東公園　公衆トイレ（しんきたじまひがしこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29636
135.4793356,34.60310756,敷津浦東公園　公衆トイレ,しきつうらひがしこうえん　こうしゅうといれ,敷津浦東公園　公衆トイレ（しきつうらひがしこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29639
135.4841454,34.60823997,浜口公園　公衆トイレ,はまぐちこうえん　こうしゅうといれ,浜口公園　公衆トイレ（はまぐちこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29637
135.4299231,34.63112675,ポートタウン東駅前公衆トイレ,ぽーとたうんひがしえきまえこうしゅうといれ,ポートタウン東駅前公衆トイレ（ぽーとたうんひがしえきまえこうしゅうといれ）,大阪市住之江区南港中２－１,住之江区,障害者用トイレあり,公衆トイレ/車いす対応公衆便所,209,29689
135.4313548,34.63173917,南港中央公園　公衆トイレ１,なんこうちゅうおうこうえん　こうしゅうといれ１,南港中央公園　公衆トイレ１（なんこうちゅうおうこうえん　こうしゅうといれ１）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29640
135.4621627,34.61298064,平林泉公園　公衆トイレ,ひらばやしいずみこうえん　こうしゅうといれ,平林泉公園　公衆トイレ（ひらばやしいずみこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29644
135.4658932,34.61729003,柴谷公園　公衆トイレ,しばたにこうえん　こうしゅうといれ,柴谷公園　公衆トイレ（しばたにこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29638
135.4819268,34.61945758,中加賀屋公園　公衆トイレ,なかかがやこうえん　こうしゅうといれ,中加賀屋公園　公衆トイレ（なかかがやこうえん　こうしゅうといれ）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29633
135.4345294,34.63103842,南港中央公園　公衆トイレ３,なんこうちゅうおうこうえん　こうしゅうといれ３,南港中央公園　公衆トイレ３（なんこうちゅうおうこうえん　こうしゅうといれ３）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29642
135.4331011,34.63252486,南港中央公園　公衆トイレ２,なんこうちゅうおうこうえん　こうしゅうといれ２,南港中央公園　公衆トイレ２（なんこうちゅうおうこうえん　こうしゅうといれ２）,,住之江区,,公衆トイレ/車いす対応公衆便所,209,29641
135.4555062,34.63617358,鶴町南公園　公衆トイレ,つるまちみなみこうえん　こうしゅうといれ,鶴町南公園　公衆トイレ（つるまちみなみこうえん　こうしゅうといれ）,,大正区,,公衆トイレ/車いす対応公衆便所,209,29542
135.4833962,34.6257625,南津守中央公園　公衆トイレ,みなみつもりちゅうおうこうえん　こうしゅうといれ,南津守中央公園　公衆トイレ（みなみつもりちゅうおうこうえん　こうしゅうといれ）,,西成区,,公衆トイレ/車いす対応公衆便所,209,29674
135.472161,34.634821,南恩加島公園　公衆トイレ,みなみおかじまこうえん　こうしゅうといれ,南恩加島公園　公衆トイレ（みなみおかじまこうえん　こうしゅうといれ）,,大正区,,公衆トイレ/車いす対応公衆便所,209,29543
135.4836226,34.63597883,南津守さくら公園　公衆トイレ,みなみつもりさくらこうえん　こうしゅうといれ,南津守さくら公園　公衆トイレ（みなみつもりさくらこうえん　こうしゅうといれ）,,西成区,,公衆トイレ/車いす対応公衆便所,209,29675
135.5005266,34.589055,山之内西公園　公衆トイレ,やまのうちにしこうえん　こうしゅうといれ,山之内西公園　公衆トイレ（やまのうちにしこうえん　こうしゅうといれ）,,住吉区,,公衆トイレ/車いす対応公衆便所,209,29650
135.5101873,34.59077442,浅香中央公園　公衆トイレ２,あさかちゅうおうこうえん　こうしゅうといれ２,浅香中央公園　公衆トイレ２（あさかちゅうおうこうえん　こうしゅうといれ２）,,住吉区,,公衆トイレ/車いす対応公衆便所,209,29652
135.5089423,34.5916315,浅香中央公園　公衆トイレ１,あさかちゅうおうこうえん　こうしゅうといれ１,浅香中央公園　公衆トイレ１（あさかちゅうおうこうえん　こうしゅうといれ１）,,住吉区,,公衆トイレ/車いす対応公衆便所,209,29651
135.5015163,34.60388317,沢之町公園　公衆トイレ,さわのちょうこうえん　こうしゅうといれ,沢之町公園　公衆トイレ（さわのちょうこうえん　こうしゅうといれ）,,住吉区,,公衆トイレ/車いす対応公衆便所,209,29649
135.5672225,34.59648625,川辺大和川公園　公衆トイレ,かわなべやまとがわこうえん　こうしゅうといれ,川辺大和川公園　公衆トイレ（かわなべやまとがわこうえん　こうしゅうといれ）,,平野区,,公衆トイレ/車いす対応公衆便所,209,29668
